2016-01-01 00:20:00.000,user6,disasters
2016-01-01 00:20:00.300,user46,issues
2016-01-01 00:20:00.600,user34,indexes
2016-01-01 00:20:00.900,user87,swimming
2016-01-01 00:20:01.200,user7,sportscasters
2016-01-01 00:20:01.500,user89,finance
2016-01-01 00:20:01.800,user44,economists
2016-01-01 00:20:02.100,user72,soccer
2016-01-01 00:20:02.400,user11,baseball
2016-01-01 00:20:02.700,user23,studios
2016-01-01 00:20:03.000,user33,people
2016-01-01 00:20:03.300,user76,studios
2016-01-01 00:20:03.600,user51,wrestling
2016-01-01 00:20:03.900,user90,elections
2016-01-01 00:20:04.200,user77,immigration
2016-01-01 00:20:04.500,user53,artists
2016-01-01 00:20:04.800,user95,football
2016-01-01 00:20:05.100,user77,CEOs
2016-01-01 00:20:05.400,user43,world
2016-01-01 00:20:05.700,user5,education
2016-01-01 00:20:06.000,user56,racing
2016-01-01 00:20:06.300,user3,weather
2016-01-01 00:20:06.600,user86,internet
2016-01-01 00:20:06.900,user83,companies
2016-01-01 00:20:07.200,user8,soccer
2016-01-01 00:20:07.500,user68,us
2016-01-01 00:20:07.800,user11,automotive
2016-01-01 00:20:08.100,user78,olympics
2016-01-01 00:20:08.400,user8,airlines
2016-01-01 00:20:08.700,user39,comics
2016-01-01 00:20:09.000,user20,studios
2016-01-01 00:20:09.300,user57,video games
2016-01-01 00:20:09.600,user32,video games
2016-01-01 00:20:09.900,user64,models
2016-01-01 00:20:10.200,user15,boxing
2016-01-01 00:20:10.500,user6,baseball
2016-01-01 00:20:10.800,user69,oscars
2016-01-01 00:20:11.100,user82,technology
2016-01-01 00:20:11.400,user34,stock exchange
2016-01-01 00:20:11.700,user45,artists
2016-01-01 00:20:12.000,user74,golf
2016-01-01 00:20:12.300,user34,directors
2016-01-01 00:20:12.600,user62,football
2016-01-01 00:20:12.900,user62,science
2016-01-01 00:20:13.200,user90,finance
2016-01-01 00:20:13.500,user87,children
2016-01-01 00:20:13.800,user17,disasters
2016-01-01 00:20:14.100,user86,airlines
2016-01-01 00:20:14.400,user0,companies
2016-01-01 00:20:14.700,user84,history
2016-01-01 00:20:15.000,user11,models
2016-01-01 00:20:15.300,user80,grammys
2016-01-01 00:20:15.600,user18,snowboarding
2016-01-01 00:20:15.900,user50,books
2016-01-01 00:20:16.200,user42,iraq
2016-01-01 00:20:16.500,user94,children
2016-01-01 00:20:16.800,user87,iraq
2016-01-01 00:20:17.100,user85,olympics
2016-01-01 00:20:17.400,user33,people
2016-01-01 00:20:17.700,user12,soccer
2016-01-01 00:20:18.000,user7,comics
2016-01-01 00:20:18.300,user42,racing
2016-01-01 00:20:18.600,user70,taxes
2016-01-01 00:20:18.900,user29,disasters
2016-01-01 00:20:19.200,user48,reporters
2016-01-01 00:20:19.500,user63,oscars
2016-01-01 00:20:19.800,user76,companies
2016-01-01 00:20:20.100,user86,stock exchange
2016-01-01 00:20:20.400,user4,finance
2016-01-01 00:20:20.700,user80,energy
2016-01-01 00:20:21.000,user47,finance
2016-01-01 00:20:21.300,user1,other sports
2016-01-01 00:20:21.600,user29,world
2016-01-01 00:20:21.900,user87,CEOs
2016-01-01 00:20:22.200,user89,taxes
2016-01-01 00:20:22.500,user94,world
2016-01-01 00:20:22.800,user64,technology
2016-01-01 00:20:23.100,user46,football
2016-01-01 00:20:23.400,user97,food
2016-01-01 00:20:23.700,user24,education
2016-01-01 00:20:24.000,user32,other sports
2016-01-01 00:20:24.300,user24,taxes
2016-01-01 00:20:24.600,user17,grammys
2016-01-01 00:20:24.900,user84,ncaa
2016-01-01 00:20:25.200,user95,immigration
2016-01-01 00:20:25.500,user2,swimming
2016-01-01 00:20:25.800,user20,models
2016-01-01 00:20:26.100,user16,reporters
2016-01-01 00:20:26.400,user35,hockey
2016-01-01 00:20:26.700,user27,football
2016-01-01 00:20:27.000,user18,basketball
2016-01-01 00:20:27.300,user47,actresses
2016-01-01 00:20:27.600,user76,hockey
2016-01-01 00:20:27.900,user54,other sports
2016-01-01 00:20:28.200,user59,soccer
2016-01-01 00:20:28.500,user2,disasters
2016-01-01 00:20:28.800,user49,actors
2016-01-01 00:20:29.100,user43,producers
2016-01-01 00:20:29.400,user89,immigration
2016-01-01 00:20:29.700,user36,banks
2016-01-01 00:20:30.000,user48,snowboarding
2016-01-01 00:20:30.300,user28,racing
2016-01-01 00:20:30.600,user51,energy
2016-01-01 00:20:30.900,user61,children
2016-01-01 00:20:31.200,user94,reporters
2016-01-01 00:20:31.500,user79,food
2016-01-01 00:20:31.800,user91,energy
2016-01-01 00:20:32.100,user37,CEOs
2016-01-01 00:20:32.400,user40,stock exchange
2016-01-01 00:20:32.700,user38,figure skating
2016-01-01 00:20:33.000,user46,books
2016-01-01 00:20:33.300,user5,olympics
2016-01-01 00:20:33.600,user20,models
2016-01-01 00:20:33.900,user33,tv
2016-01-01 00:20:34.200,user79,racing
2016-01-01 00:20:34.500,user33,style
2016-01-01 00:20:34.800,user92,olympics
2016-01-01 00:20:35.100,user19,hockey
2016-01-01 00:20:35.400,user45,real estate
2016-01-01 00:20:35.700,user39,taxes
2016-01-01 00:20:36.000,user12,music
2016-01-01 00:20:36.300,user53,indexes
2016-01-01 00:20:36.600,user54,figure skating
2016-01-01 00:20:36.900,user91,elections
2016-01-01 00:20:37.200,user92,healthcare
2016-01-01 00:20:37.500,user13,models
2016-01-01 00:20:37.800,user23,music
2016-01-01 00:20:38.100,user33,iraq
2016-01-01 00:20:38.400,user5,grammys
2016-01-01 00:20:38.700,user21,disasters
2016-01-01 00:20:39.000,user55,wrestling
2016-01-01 00:20:39.300,user25,children
2016-01-01 00:20:39.600,user22,boxing
2016-01-01 00:20:39.900,user36,comics
2016-01-01 00:20:40.200,user89,racing
2016-01-01 00:20:40.500,user87,other sports
2016-01-01 00:20:40.800,user66,us
2016-01-01 00:20:41.100,user78,environment
2016-01-01 00:20:41.400,user92,elections
2016-01-01 00:20:41.700,user46,energy
2016-01-01 00:20:42.000,user38,football
2016-01-01 00:20:42.300,user98,children
2016-01-01 00:20:42.600,user7,history
2016-01-01 00:20:42.900,user93,people
2016-01-01 00:20:43.200,user52,banks
2016-01-01 00:20:43.500,user85,golf
2016-01-01 00:20:43.800,user73,people
2016-01-01 00:20:44.100,user39,racing
2016-01-01 00:20:44.400,user10,other sports
2016-01-01 00:20:44.700,user24,stock exchange
2016-01-01 00:20:45.000,user90,olympics
2016-01-01 00:20:45.300,user68,figure skating
