2016-01-01 00:25:00.000,user54,healthcare
2016-01-01 00:25:00.300,user63,oscars
2016-01-01 00:25:00.600,user79,comedians
2016-01-01 00:25:00.900,user23,elections
2016-01-01 00:25:01.200,user65,music
2016-01-01 00:25:01.500,user58,taxes
2016-01-01 00:25:01.800,user13,indexes
2016-01-01 00:25:02.100,user91,swimming
2016-01-01 00:25:02.400,user79,CEOs
2016-01-01 00:25:02.700,user56,directors
2016-01-01 00:25:03.000,user11,movies
2016-01-01 00:25:03.300,user13,companies
2016-01-01 00:25:03.600,user13,directors
2016-01-01 00:25:03.900,user69,video games
2016-01-01 00:25:04.200,user82,comics
2016-01-01 00:25:04.500,user44,economists
2016-01-01 00:25:04.800,user97,environment
2016-01-01 00:25:05.100,user72,history
2016-01-01 00:25:05.400,user45,issues
2016-01-01 00:25:05.700,user65,ncaa
2016-01-01 00:25:06.000,user93,stock exchange
2016-01-01 00:25:06.300,user51,artists
2016-01-01 00:25:06.600,user89,internet
2016-01-01 00:25:06.900,user77,boxing
2016-01-01 00:25:07.200,user59,real estate
2016-01-01 00:25:07.500,user6,finance
2016-01-01 00:25:07.800,user81,education
2016-01-01 00:25:08.100,user68,disasters
2016-01-01 00:25:08.400,user68,basketball
2016-01-01 00:25:08.700,user90,indexes
2016-01-01 00:25:09.000,user7,tennis
2016-01-01 00:25:09.300,user46,environment
2016-01-01 00:25:09.600,user81,whitehouse
2016-01-01 00:25:09.900,user57,sportscasters
2016-01-01 00:25:10.200,user75,finance
2016-01-01 00:25:10.500,user32,issues
2016-01-01 00:25:10.800,user19,ncaa
2016-01-01 00:25:11.100,user64,hockey
2016-01-01 00:25:11.400,user85,indexes
2016-01-01 00:25:11.700,user47,companies
2016-01-01 00:25:12.000,user34,history
2016-01-01 00:25:12.300,user42,healthcare
2016-01-01 00:25:12.600,user82,swimming
2016-01-01 00:25:12.900,user20,people
2016-01-01 00:25:13.200,user18,us
2016-01-01 00:25:13.500,user15,reporters
2016-01-01 00:25:13.800,user46,health
2016-01-01 00:25:14.100,user56,producers
2016-01-01 00:25:14.400,user88,disasters
2016-01-01 00:25:14.700,user30,whitehouse
2016-01-01 00:25:15.000,user72,comics
2016-01-01 00:25:15.300,user75,banks
2016-01-01 00:25:15.600,user96,producers
2016-01-01 00:25:15.900,user64,world
2016-01-01 00:25:16.200,user99,whitehouse
2016-01-01 00:25:16.500,user56,people
2016-01-01 00:25:16.800,user29,tennis
2016-01-01 00:25:17.100,user6,real estate
2016-01-01 00:25:17.400,user93,producers
2016-01-01 00:25:17.700,user66,soccer
2016-01-01 00:25:18.000,user65,actresses
2016-01-01 00:25:18.300,user26,ncaa
2016-01-01 00:25:18.600,user26,olympics
2016-01-01 00:25:18.900,user79,disasters
2016-01-01 00:25:19.200,user90,actors
2016-01-01 00:25:19.500,user33,running
2016-01-01 00:25:19.800,user29,oscars
2016-01-01 00:25:20.100,user91,food
2016-01-01 00:25:20.400,user82,airlines
2016-01-01 00:25:20.700,user84,movies
2016-01-01 00:25:21.000,user3,ncaa
2016-01-01 00:25:21.300,user12,food
2016-01-01 00:25:21.600,user49,weather
2016-01-01 00:25:21.900,user23,energy
2016-01-01 00:25:22.200,user69,stock exchange
2016-01-01 00:25:22.500,user77,actresses
2016-01-01 00:25:22.800,user40,studios
2016-01-01 00:25:23.100,user61,comics
2016-01-01 00:25:23.400,user74,other sports
2016-01-01 00:25:23.700,user24,tv
2016-01-01 00:25:24.000,user4,baseball
2016-01-01 00:25:24.300,user64,disasters
2016-01-01 00:25:24.600,user90,golf
2016-01-01 00:25:24.900,user61,producers
2016-01-01 00:25:25.200,user79,grammys
2016-01-01 00:25:25.500,user77,snowboarding
2016-01-01 00:25:25.800,user20,other sports
2016-01-01 00:25:26.100,user63,racing
2016-01-01 00:25:26.400,user15,boxing
2016-01-01 00:25:26.700,user85,sportscasters
2016-01-01 00:25:27.000,user22,racing
2016-01-01 00:25:27.300,user84,figure skating
2016-01-01 00:25:27.600,user29,healthcare
2016-01-01 00:25:27.900,user88,people
2016-01-01 00:25:28.200,user37,reporters
2016-01-01 00:25:28.500,user76,stock exchange
2016-01-01 00:25:28.800,user65,skateboarding
2016-01-01 00:25:29.100,user47,issues
2016-01-01 00:25:29.400,user91,theatre
2016-01-01 00:25:29.700,user87,tennis
2016-01-01 00:25:30.000,user9,immigration
2016-01-01 00:25:30.300,user36,internet
2016-01-01 00:25:30.600,user85,indexes
2016-01-01 00:25:30.900,user17,technology
2016-01-01 00:25:31.200,user47,reporters
2016-01-01 00:25:31.500,user78,disasters
2016-01-01 00:25:31.800,user13,actresses
2016-01-01 00:25:32.100,user21,tv
