2016-01-01 00:05:00.000,user89,comics
2016-01-01 00:05:00.300,user76,baseball
2016-01-01 00:05:00.600,user68,history
2016-01-01 00:05:00.900,user40,issues
2016-01-01 00:05:01.200,user68,grammys
2016-01-01 00:05:01.500,user34,airlines
2016-01-01 00:05:01.800,user98,immigration
2016-01-01 00:05:02.100,user84,swimming
2016-01-01 00:05:02.400,user25,olympics
2016-01-01 00:05:02.700,user99,grammys
2016-01-01 00:05:03.000,user36,oscars
2016-01-01 00:05:03.300,user78,studios
2016-01-01 00:05:03.600,user41,comics
2016-01-01 00:05:03.900,user78,boxing
2016-01-01 00:05:04.200,user87,basketball
2016-01-01 00:05:04.500,user13,companies
2016-01-01 00:05:04.800,user76,golf
2016-01-01 00:05:05.100,user86,science
2016-01-01 00:05:05.400,user2,immigration
2016-01-01 00:05:05.700,user58,airlines
2016-01-01 00:05:06.000,user49,skateboarding
2016-01-01 00:05:06.300,user64,history
2016-01-01 00:05:06.600,user50,artists
2016-01-01 00:05:06.900,user3,books
2016-01-01 00:05:07.200,user97,ncaa
2016-01-01 00:05:07.500,user53,football
2016-01-01 00:05:07.800,user63,technology
2016-01-01 00:05:08.100,user2,swimming
2016-01-01 00:05:08.400,user64,real estate
2016-01-01 00:05:08.700,user15,economists
2016-01-01 00:05:09.000,user52,us
2016-01-01 00:05:09.300,user95,people
2016-01-01 00:05:09.600,user33,sportscasters
2016-01-01 00:05:09.900,user3,style
2016-01-01 00:05:10.200,user53,comics
2016-01-01 00:05:10.500,user65,music
2016-01-01 00:05:10.800,user6,tv
2016-01-01 00:05:11.100,user81,theatre
2016-01-01 00:05:11.400,user85,food
2016-01-01 00:05:11.700,user37,racing
2016-01-01 00:05:12.000,user60,real estate
2016-01-01 00:05:12.300,user38,actors
2016-01-01 00:05:12.600,user95,us
2016-01-01 00:05:12.900,user50,ncaa
2016-01-01 00:05:13.200,user51,grammys
2016-01-01 00:05:13.500,user8,horses
2016-01-01 00:05:13.800,user15,directors
2016-01-01 00:05:14.100,user73,children
2016-01-01 00:05:14.400,user85,models
2016-01-01 00:05:14.700,user83,real estate
2016-01-01 00:05:15.000,user3,whitehouse
2016-01-01 00:05:15.300,user5,comics
2016-01-01 00:05:15.600,user96,boxing
2016-01-01 00:05:15.900,user48,books
2016-01-01 00:05:16.200,user6,directors
2016-01-01 00:05:16.500,user71,energy
2016-01-01 00:05:16.800,user6,movies
2016-01-01 00:05:17.100,user86,golf
2016-01-01 00:05:17.400,user62,people
2016-01-01 00:05:17.700,user11,economists
2016-01-01 00:05:18.000,user38,actresses
2016-01-01 00:05:18.300,user68,sportscasters
2016-01-01 00:05:18.600,user65,actors
2016-01-01 00:05:18.900,user7,comedians
2016-01-01 00:05:19.200,user18,other sports
2016-01-01 00:05:19.500,user5,models
2016-01-01 00:05:19.800,user12,grammys
2016-01-01 00:05:20.100,user74,music
2016-01-01 00:05:20.400,user41,technology
2016-01-01 00:05:20.700,user65,real estate
2016-01-01 00:05:21.000,user6,stock exchange
2016-01-01 00:05:21.300,user64,stock exchange
2016-01-01 00:05:21.600,user17,whitehouse
2016-01-01 00:05:21.900,user95,snowboarding
2016-01-01 00:05:22.200,user65,people
2016-01-01 00:05:22.500,user20,running
2016-01-01 00:05:22.800,user84,children
2016-01-01 00:05:23.100,user87,iraq
2016-01-01 00:05:23.400,user33,racing
2016-01-01 00:05:23.700,user80,baseball
2016-01-01 00:05:24.000,user52,basketball
2016-01-01 00:05:24.300,user64,boxing
2016-01-01 00:05:24.600,user39,iraq
2016-01-01 00:05:24.900,user30,golf
2016-01-01 00:05:25.200,user47,horses
2016-01-01 00:05:25.500,user85,people
2016-01-01 00:05:25.800,user48,real estate
2016-01-01 00:05:26.100,user41,disasters
2016-01-01 00:05:26.400,user33,video games
2016-01-01 00:05:26.700,user0,us
2016-01-01 00:05:27.000,user76,tennis
2016-01-01 00:05:27.300,user23,science
2016-01-01 00:05:27.600,user76,actors
2016-01-01 00:05:27.900,user27,world
2016-01-01 00:05:28.200,user23,grammys
2016-01-01 00:05:28.500,user22,basketball
2016-01-01 00:05:28.800,user27,healthcare
2016-01-01 00:05:29.100,user43,economists
2016-01-01 00:05:29.400,user55,world
2016-01-01 00:05:29.700,user3,energy
2016-01-01 00:05:30.000,user20,history
2016-01-01 00:05:30.300,user58,healthcare
2016-01-01 00:05:30.600,user63,comedians
2016-01-01 00:05:30.900,user91,swimming
